"iqbon
@iqbon
·
Oct 18, 2021",N/A,#Indomie adalah pilihan saat kita tidak bisa memilih!,2021-10-18T12:32:55.000Z
username,handle,content,time
"Arema FC
@AremafcOfficial
·
Oct 31, 2021",N/A,"Saatnya kembali ke jalur kemenangan!

Nonton Arema FC dari rumah pastinya makin mantap ditemani Indomie goreng. Aroma dan rasa lezatnya pasti #SiapIsiSemangatmu!

Terus dukung Singo Edan bareng Indomie!

#IndofoodxAremaFC #Indomie #AremaFC #SingoEdan #SalamSatuJiwa #Aremania",2021-10-31T11:00:59.000Z
"amborie (◕▿◕✿) // senyum
@stuberosuml
·
Oct 21, 2021",N/A,Pls lewat tl orang2 yg lg begadang #emi #indomie,2021-10-20T16:52:37.000Z
"Arema FC
@AremafcOfficial
·
Feb 4, 2022",N/A,"Lanjutkan momentum positif! Hadapi Persija, Singo Edan bidik 3 poin demi terus berada di puncak klasemen.

Biar makin semangat dukung Arema FC, ikutan Tebak Skor yuk bareng Indomie. Selengkapnya di akun Instagram Arema FC.

#IndofoodxAremaFC #Indomie #AremaFC #SingoEdan",2022-02-04T13:15:05.000Z
"Ai HadiPranoto
@kaikahana
·
Nov 19, 2021",N/A,"Bias kami ulang tahun tgl 22, salah satu kado dr kami adalah Indomie basket #SongHyeKyo #indomie 
@Indomielovers


Pic : cto",2021-11-19T04:50:25.000Z
"Imansyah Lubis
@bapakranger
·
Feb 25, 2021",N/A,"Bakmi Goreng Bulgogi dari Bakmi Mewah vs Mieghetti Rasa Bolognese dari Indomie...

Mana yang lebih enak?

#indomie #bakmimewah #migoreng #miegoreng #mieinstan #bakmigoreng #bulgogi #spaghetti #bolognese",2021-02-25T14:11:06.000Z
"Wibrata
@Wibrata1
·
Jun 9, 2021",N/A,Yg lain lagi rame #BTSMeal saya cuma makan #indomie,2021-06-09T12:30:06.000Z
username,handle,content,time
"Arema FC
@AremafcOfficial
·
Jul 6, 2021",N/A,"Aremania, kali ini admin bareng 
@Indomielovers
 mau share satu fakta yg #HypeAbis nih. siapa yang kenal dengan istilah ambipedal? 

#IndofoodxAremaFC #Indomie #AremaFC #SingoEdan #SalamSatuJiwa #Aremania",2021-07-06T11:08:16.000Z
"Dede
@DedeATR
·
Apr 10, 2021",N/A,"Baru nyobain Indomie yang rasa Spaghetti  Mayan juga rasanya, tapi sayang, rasa pedas nya terlalu berlebihan euy...  #MieGhetti #Indomie",2021-04-09T18:03:30.000Z
"Arupmet Namap
@Ebi_Kurai
·
Apr 6, 2021",N/A,"Lembayung dikala itu, Indomie Seleraku~ 

#photooftheday #bandung #parisjvanjava #pasupati #grandiahotel #cihampelas #flyover #lembayung #senja #indomie #anime #backgroundanime #landscape #viewbandung #bandungkota #hotel #バンドン #ホテル #アニメスタイル #アニメ #景色",2021-04-06T06:23:20.000Z
"RitaOral
@eatchlavitsef
·
Apr 21, 2021",N/A,Mie Goreng #indomie #indonesian,2021-04-21T11:07:31.000Z
"dila  kinda ia
@jaywovn
·
Dec 11, 2020",N/A,"#INDOMIE : satu ga cukup, dua ga abis",2020-12-10T16:32:26.000Z
"Republika.co.id
@republikaonline
·
Jan 27, 2021",N/A,"Kabar duka. Telah berpulang ke Rahmatullah, Ibu Nunuk Nuraini, penemu rasa Indomie pagi tadi, Rabu 27 Januari 2021. 

Mari kita doakan semoga almarhumah husnul khotimah 

Sumber twitter 
@lailadimyati


#minrol #kabarduka #indomie #mieinstan",2021-01-27T12:30:18.000Z
username,handle,content,time
"サンジュウサン男神
@RochmatJuni
·
Dec 18, 2020",N/A,"Bangkit Melawan Corona ! 
@S1H_Slemania
 

#muralcompetitionslemania 
#slemania20th 
#roadtoanniversaryslemania 
#bangkitmelawanpandemi 
#salamsatuhati 
#IndofoodXSlemania 
#PSSleman 
#RumahIndofood
#Indomie 
#Indomilk",2020-12-18T11:10:30.000Z
"IG: @gen987fm
@gen987fm
·
Jan 28, 2021",N/A,"Telah berpulang ibu Hj. Nunuk Nuraini, peracik bumbu Indomie

Kami semua berterimakash atas karyamu selama ini, yang membahagiakan meski di saat paling sulit sekalipun

Selamat jalan bu Nunuk, jasamu tak akan kami lupakan, di hati dan di lidah 

#indomie",2021-01-28T02:16:14.000Z
"pann
@tauuufann
·
Jan 30, 2021",N/A,"Rasa baru nih kayanya dari indomie tercinta.

#indomie",2021-01-30T06:20:27.000Z
"The Lonely Ranger
@edelweisbasah
·
Jan 28, 2021",N/A,Indomie campur kornet buat anak Gunung hukumnya sahih. Terima kasih #Indomie dan ibu Nunuk.,2021-01-28T07:34:19.000Z
"LBP
@lazione_budy
·
Aug 20, 2020",N/A,Karawang gerimis. Kode #indomie,2020-08-20T10:57:56.000Z
"Gava
@eka_Febrianz
·
Jul 11, 2020",N/A,#indomie Rasa 4G,2020-07-11T09:57:34.000Z
username,handle,content,time
"ida
@isubaidah
·
Jul 16, 2020",N/A,"Aku. 
Mie kuah, aku sajikan sebagai mie goreng :( 

Pantas saja, warnanya pucat dan asin saat dimakan 
Indomie #indomie #mieinstan",2020-07-16T14:44:56.000Z
"aku siapa?
@Anggit79701721
·
Sep 17, 2020",N/A,"Huh,,lega banget yakin bisa keluar rumah:(

#rasanyaanjingbanget #mutualan #ig #kebunteh #kulonprogo #indomie #ootd #MutualanAjaDuluSiapaTauJodoh #Mutualankuy #MutualanAjaDulu #mutualansapataunantijodoh",2020-09-17T01:59:23.000Z
"Arema FC
@AremafcOfficial
·
Oct 25, 2020",N/A,"Aremania, #AyoSemangatLagi

Seperti 3 pemain pada gambar, loyalitas mereka untuk Arema FC tak pernah padam. Dari pemain-pemain muda yang saat ini berseragam Arema FC, siapa yang kalian harapkan untuk bisa meneruskan jejak mereka?

#IndofoodxAremaFC #Indomie #AremaFC #SingoEdan",2020-10-25T09:27:19.000Z
"Arema FC
@AremafcOfficial
·
Sep 30, 2020",N/A,"Ayo ikut kuisnya, cek Instagram Arema FC dan dapatkan kesempatan mendapatkan merchandise Arema. 

Kuis ditutup tanggal 7 Oktober dan akan dipilih 7 orang pemenang.

#IndofoodxAremaFC #Indomie #RumahIndofood #AyoSemangatLagi #AremaFC #SingoEdan #SalamSatuJiwa #Aremania",2020-09-30T10:48:23.000Z
"Grizzly
@SuryanataS_R
·
Apr 16, 2020",N/A,"Indomie mau lewat!!!

#wallpaper #Indonesia #foodie #RabuAmbyar #indomie #typography #APRIL #April2020",2020-04-15T17:45:02.000Z
username,handle,content,time
"Ujg Suandi A Ltp •.•.•.
@suandy21
·
Jun 14, 2020",N/A,"ga ada tandingan.

#indomie 
#pixel
#pixelart",2020-06-14T03:19:16.000Z
"ʚ nathan ɞ
@haiinathan
·
Jul 8, 2020",N/A,Selamat Sarapan!!! #indomie,2020-07-07T19:23:48.000Z
"@nellasari__ns
·
Jun 13, 2020",N/A,"Waktu Indonesia bagian Seleraku 
#indomie 
",2020-06-12T16:52:25.000Z
"Es Mony
@enciliarachidis
·
May 31, 2020",N/A,"Hujan Indomie soto kuah susu for the rescue 
#indomie",2020-05-31T12:49:18.000Z
"Pratama
@pratamacam
·
Jan 22, 2020",N/A,"Indomie Goreng

#magicavoxel #voxel #voxelart #indomie",2020-01-22T03:19:56.000Z
username,handle,content,time
"RahmaBkeluargapanda
@rahmabalci
·
Feb 8, 2020",N/A,"Meng-indonesia-kan bhn masakan yg ada di Turki.krupuk bikin sendiri, bakso ikannya jg, kecap ganti molases,indomi lokal diolah lg. #indomie",2020-02-08T09:18:07.000Z
"Imansyah Lubis
@bapakranger
·
Mar 1, 2020",N/A,"Biar kata late post, tetap aja Indomie (Ayam Bawang) bikinan mamang warung itu memang mendekati surga 

(Mie Goreng-nya juga sih )

#Indomie
#IndomieGoreng
#IndomieKuah
#IndomieMieGoreng
#IndomieAyamBawang",2020-03-01T13:57:11.000Z
"𝓻𝓲𝓼𝓬𝓪𝓷𝓽𝓲𝓴
@riscaaa13
·
Mar 22, 2020",N/A,#minggupagi #dirumahaja #indomie mantapp,2020-03-22T04:34:57.000Z
"Arema FC
@AremafcOfficial
·
Mar 7, 2020",N/A,"Pantang lengah, saatnya teruskan hasil positif!
Hendro dkk siap #SatukanTekadJuang raih 3 poin.

Berapa prediksi skor umak?
Ayo #SatukanTekadJuang bersama 
@indomie
 dukung terus Singo Edan di Liga 1!

#IndofoodxArema #AremaFC #Indomie #SatukanTekadJuang #GorengSemangatmu",2020-03-07T14:21:45.000Z
"Persija Jakarta
@Persija_Jkt
·
Dec 8, 2019",N/A,"Liga 1 belum selesai, masih ada 4 laga tersisa. Bertandang ke  
@BadakLampungFC
 harusnya jadi momentum bagi 
@PersijaJkt
  kembali ke jalur kemenangan.

Ayo Jak, terus #SatukanTekadJuang dukung Persija bersama 
@indomie
!

#IndofoodxPersija #Indomie #PersijaJakarta #GorengSemangatmu",2019-12-08T03:49:28.000Z
username,handle,content,time
"Dede
@DedeATR
·
Oct 23, 2019",N/A,"Ulasan singkat: oke  klo untuk dimakan secara occasional, tapi enggak klo untuk dimakan secara reguler. Direkomendasikan untuk para penggemar masakan asin  #Indomie #IndomieMieKeriting #IndomieCurlyFriedNoodleSaltedEgg #IndomieSaltedEgg",2019-10-23T07:14:11.000Z
"mymoo
@nunaamooo
·
Oct 21, 2019",N/A,"Makan mewah alla receh
#indomie 
 #RecehinTwitter
#SoalEnak 
#Seleraku",2019-10-20T16:09:44.000Z
"IndSky
@AlfadjarDwi
·
Nov 12, 2019",N/A,"Ga nyesel gua tuh makan yg beginian
#indomie 
#bacotsantuy",2019-11-11T23:17:35.000Z
"shin min ah
@santiteye
·
Oct 25, 2019",N/A,"Indomie Goreng Nyemek . 
Menu andalan warkop kami, yuk yang penasaran :
Jl Pengasinan Rawa Lumbu Bekasi 
#indomie #indomiegoreng #nyemek #bekasi",2019-10-25T11:43:50.000Z
"Ayo Nonton Look Back!
@HerrySis
·
Jun 26, 2019",N/A,Hery menyerah..... #indomie teman kencan malam ini ,2019-06-25T18:24:47.000Z
"Persija Jakarta
@Persija_Jkt
·
Jul 27, 2019",N/A,"Selangkah lagi!
Persija Jakarta siap menyabet trofi Piala Indonesia.

Ayo #SatukanTekadJuang tampil SANGAR di laga BESAR !

Supported by 
@Indomielovers
 

#IndofoodxPersija #Indomie #PersijaJakarta #gorengsemangatmu #pialaindonesia",2019-07-27T06:01:55.000Z
username,handle,content,time
"Persija Jakarta
@Persija_Jkt
·
Jun 21, 2019",N/A,"Akhir pekan ini, Persija akan melakoni pekan ke-5 Liga 1
 
Bertandang ke markas Persela Lamongan, Macan Kemayoran siap berjuang habis-habisan.
 
Semangat Penuh & Terus #SatukanTekadJuang bersama 
@Indomielovers
 
 
#IndofoodxPersija #Indomie #Liga1 #PersijaJakarta #GorengSemangatmu",2019-06-21T06:58:54.000Z
"imansoe
@imansoe
·
Jun 8, 2019",N/A,"Yg gw suka dr kota #jogja adalah #warmindo yg tersebar dimana2
Dan gw bs makan menu favorit gw sepuasnya..
Nasi Sarden + #indomie goreng

Kalo lo apa yg makanan favoritnya kl ke Jogja?",2019-06-07T17:47:48.000Z
"Boy
@Boy__41
·
May 11, 2019",N/A,"Menu berbuka puasa ke-6 kali ini,;
Ada makanan yg tidak perku diragukan lagi rasanya di kalangan anak kos..
#Indomie ",2019-05-11T11:32:32.000Z
"mbek-X
@mbek_X
·
Jun 15, 2019",N/A,"Ikutan juga #SetorFoto om 
@piokharisma
 

Ada foto lama jaman iphone 6 
Ngeditnya pake quickshot.
Latihan motret makanan ..
hiburan diri sendiri kalo motret masakan sendiri 

Anak kosan selalu nyetok indomie..
#indomie",2019-06-15T11:03:50.000Z
"Persija Jakarta
@Persija_Jkt
·
Jan 17, 2019",N/A,"Selamat Datang 
@Indomielovers
 di keluarga Persija musim ini!
_
#PersijaxIndomie
#Indomie
#PersijaJakarta
#PersijaSelamanya",2019-01-17T09:19:43.000Z
"Dipeluk Enak
@djiniel
·
Feb 5, 2019",N/A,Ujan2 #indomie emg juara,2019-02-05T09:29:04.000Z
username,handle,content,time
"PSS
@PSSleman
·
Feb 20, 2019",N/A,"Indomie dan PSS kembali menjalin kerja sama sampai tahun 2020.
Selamat datang kembali Indomie di keluarga Super Elja.

@Indomielovers

#PSSleman #COSE #Indomie",2019-02-20T04:48:13.000Z
"JakOnline Official
@JakOnline
·
Jan 17, 2019",N/A,"Kerjasama baru terjalin antara Persija Jakarta dengan Indofood melalui produk Indomie 

#persija
#jakmania
#jakonline
#guepersija
#BanggaJakmania
#indofood
#indomie",2019-01-17T06:43:48.000Z
"worth2visit
@worth2visit
·
Jul 25, 2018",N/A,"Sebelum atau sesudah flight , kalau kalian laper bisa banget loh mampir ke Upnormal Coffee Roaster by 
@warunk_upnormal
 yang ada di Bandara Husein Sastranegara.
#upnormalcoffeeroster
#coffee
#bandung
#warunkupnormal
#sieko
#indomie",2018-07-25T05:07:11.000Z
"PSS
@PSSleman
·
Nov 17, 2018",N/A,"Keseruan 
@Indomielovers
 Goes to School bersama dua punggawa PSS, Arie Sandy dan Asyraq Gufron di SMP N 1 Pakem. #PSSleman #Indomie",2018-11-17T05:50:25.000Z
"Valeamare
@souneater
·
Jul 22, 2018",N/A,Seminggu ini full #indomie Marathon wkwk.,2018-07-21T18:14:27.000Z
"Priyo Utomo
@Drioutomo
·
Jun 22, 2018",N/A,Jadi kalian pilih tim yang mana? Indomie / Mie Sedap ?? #AskNetizen #Indomie #MieSedaap,2018-06-22T11:50:44.000Z
username,handle,content,time
"mamang 
@hallolegep
·
Jun 2, 2018",N/A,Dimanapun tetep #indomie,2018-06-02T14:02:54.000Z
"Indomaret
@Indomaret
·
Jun 4, 2018",N/A,Drama Korea Indomie Rasa Soto Lamongan. #Indomaret #Indomie,2018-06-04T02:52:15.000Z
"Winda Carmelita
@windacarmelita
·
Feb 16, 2018",N/A,"Selamat pagi 
#sunnysideup #runnyegg #indomie #foodporn http://ift.tt/2o3nuap",2018-02-15T17:14:03.000Z
"Ken Fauzy
@KenFauzy
·
Jun 19, 2018",N/A,"Kayaknya bakal ada es kepal indomie goreng rendang bentar lagi ini

#indomie #recehkantwiter",2018-06-19T08:20:29.000Z
"Diana
@mille_feuille
·
Sep 29, 2017",N/A,Hujan! Saatnya masak... #indomie,2017-09-29T13:51:19.000Z
"amelia primarini
@ameliaprimarini
·
Aug 7, 2017",N/A,"#indomiejadoel edisi ulangtahun #indomie ke 45 isi 5 dgn 3 kemasan : indomie kaldu ayam (1972), kari ayam (1982) & mi goreng (1982)",2017-08-07T14:30:32.000Z
username,handle,content,time
"Martabak Factory
@MartabakFactory
·
Dec 21, 2017",N/A,"Buat kamu-kamu yang suka pedasnya sambal #Taichan, mesti cobain nih martabak telor, #bakso ceker dan #indomie taichan. Bisa dipesan via GoFood eaaaa!",2017-12-21T11:38:29.000Z
"Farid Ariadno
@faridariadno
·
Jul 13, 2017",N/A,#nahini nyampur mengenyangkan #indomie #superbihun #kwetiaugoreng #mieinstant #miegoreng,2017-07-13T14:29:09.000Z
"reksahari
@reksahari
·
Feb 3, 2018",N/A,"Biar ga gila beneran nyoba mie gila dlu !!!.. Nih korban mie gilak malam ini #Indomie #MieGilak #MieSetan 
@rizkan_nurse",2018-02-03T14:16:24.000Z
"Jelajah KulinerMedan
@Medanfoodblog
·
Jul 7, 2017",N/A,"Yang suka indomie pasti udah tau la ya ini dimana. Kalau belum, coba tanya sama teman kamu yang suka indomie juga 

#Medanfoodblog #Indomie",2017-07-06T16:43:37.000Z
"Mas Pur Bobotoh Jebred
@rasjawa
·
May 22, 2017",N/A,"Tim Indomie Goreng Rendang 1 kurang, 2 kenyang. #Indomie #indomiegoreng",2017-05-22T03:20:29.000Z
"Cuin
@cuinpradipta
·
Jan 12, 2017",N/A,Penyelamat disaat malam datang.. #Indomie ,2017-01-12T14:51:35.000Z
username,handle,content,time
"Jelajah KulinerMedan
@Medanfoodblog
·
Jul 1, 2017",N/A,"Pake bumbu doang aja udah enak, apalagi dibuat lengkap gini ada telur, kerupuk, dan cabai rawit.

#Medanfoodblog #Indomie #IndomieGoreng",2017-07-01T12:50:14.000Z
"Dharu Kusuma Hady
@dharukusumahady
·
Feb 2, 2017",N/A,#Indomie seleraku! ,2017-02-02T08:42:14.000Z
"Putri R. A.
@PRahmadynA
·
Sep 16, 2016",N/A,Apakah aku harus berubah jadi #indomie biar bisa jadi seleramu?.,2016-09-16T02:43:18.000Z
"HL
@marikitac0ba
·
Jan 31, 2017",N/A,"Njirrr tengah malam gini laper!!!
#Indomie",2017-01-30T17:42:59.000Z
"Hargo.co.id
@hargocoid
·
Jun 3, 2017",N/A,"#Indomie Tempati Urutan Delapan Dunia, Makanan Yang Sering Dikonsumsi - http://hargo.co.id/berita/indomie-tempati-urutan-delapan-dunia-makanan-yang-sering-dikonsumsi.html…",2017-06-03T01:02:10.000Z
"Angelalorenza
@angelalorenza16
·
Jan 22, 2017",N/A,"TVC Indomie "" Susah Duduk Santai "".
#indomie #indomieseleraku #indomiekuah #tvc #iklan #model… https://instagram.com/p/BPiG3YjBwOH/",2017-01-21T16:21:22.000Z
"DCubes Hangout Point
@dcubesHP
·
May 9, 2016",N/A,"Cobain 12 variasi indomie kekinian anti mainstream nya 
@dcubeshp
 kak.. Dijamin ajegile deh :) #indomie #ngehits",2016-05-09T08:14:48.000Z
"Sendud
@NjonjaMoeda
·
Sep 7, 2016",N/A,Sarapan #indomie didampingi susu...,2016-09-07T02:00:34.000Z
"BP™
@MrBatboy
·
Feb 15, 2016",N/A,"Mari mencoba 
@myChitato
 rasa indomie ini #mychitato #chitatoindomie #indomie",2016-02-15T11:20:36.000Z
username,handle,content,time
"dimnind
@dimitri_nin
·
Jul 15, 2016",N/A,Hanya ini yang terbaik di kelasnya. Indomie rasa soto lamongan. #indomie,2016-07-15T11:43:07.000Z
"MullenLowe APAC
@MullenLoweAPAC
·
Mar 2, 2016",N/A,"Hilarious! Telenovela #Indomie Goreng rasa Kuah from  
@MullenLoweID
 #soupwithoutthesoup https://youtu.be/o4SgMvd01Y0",2016-03-02T03:11:00.000Z
"Annisa Fitri
@Menyezz
·
Aug 11, 2016",N/A,"Alhamdulillah, sudah sekian lama, akhirnya makan #Indomie goreng *lagi  https://instagram.com/p/BI9ghn4Bcy3/",2016-08-11T08:05:20.000Z
"Denta Aditya
@DentaAditya
·
Jun 19, 2016",N/A,"Yang mau ngedapetin THR 200 rb dr Indomie, Langsung sms ke 081227919151 #unisi #indomie",2016-06-19T04:39:06.000Z
"Cecillia Yaohan
@CecilliaY
·
Aug 6, 2016",N/A,Indomie kuah  vs Indomie goreng  #mevvah #indomie #dinner #eatwithcecil @ Warung Mevvah PIK https://instagram.com/p/BIxDLctDPgl/,2016-08-06T11:57:59.000Z
"NWo
@NikaWoelan
·
Jan 31, 2016",N/A,"Waspada! Setelah #Indomie, sekarang #Kristenisasi dengan #tempe.
#satire #lol",2016-01-31T13:57:23.000Z
"Kartu As  mangfavorit
@muhammadashra
·
Feb 14, 2016",N/A,"Hasil CFD hari ini! 
#Chitato #Indomie #ChitatoHUNT

@myChitato",2016-02-14T03:47:55.000Z
"Muthi Kautsar
@MuthiKa
·
Oct 8, 2015",N/A,Godaan malam Jumat? #IndomieGoreng #TelurPindang #TruffleOil #Indomie #MilkAndCookies,2015-10-08T15:42:18.000Z
username,handle,content,time
"INDOMOG
@indomog
·
Sep 24, 2015",N/A,"Masaknya lama, makannya sebentar.. #INDOMIE.. Selamat pagi, jangan lupa sarapan ya MOGers..

#INDOMOG",2015-09-24T01:00:05.000Z
"Jiewa Vieri
@inijie
·
Sep 2, 2015",N/A,Gaes.. Kenapa ya #indomie warungan terasa lebih enak drpd masak di rumah? Asin gurih gimana gitu #kuliner,2015-09-02T07:16:52.000Z
"@donbell
·
Jan 5, 2016",N/A,"Nikmatnya cuma 10 menit, ngerasa berdosanya seharian. #Indomie",2016-01-05T08:51:58.000Z
"pinun
@alfinurlali
·
Nov 26, 2015",N/A,lapar.. bila ingat dirimu.. #indomie,2015-11-26T03:23:43.000Z
"Mas Java
@inigwjepe
·
Dec 15, 2015",N/A,Gw rasa bumbunya Indomie ngambilnya di surga.. Enak terus #Indomie #Nagih,2015-12-15T01:14:04.000Z
"Nursultan Tulyakbay
@disinimojo
·
Jul 16, 2015",N/A,"Karakter baru, namanya #Samsul si tukang milok. Hobinya beli #Indomie kornet. #ilustrasi #doodle #coretcoretan",2015-07-15T16:26:07.000Z
"Jiewa Vieri
@inijie
·
May 25, 2015",N/A,Opo aku kudu dadi #Indomie ben iso dadi seleramu? ,2015-05-25T15:00:02.000Z
"Genuine Ink
@michael0ng
·
Apr 24, 2015",N/A,Yg setuju RT :p #mie #indomie,2015-04-24T13:23:27.000Z
username,handle,content,time
"CDQ
@cdqolowo
·
Aug 26, 2015",N/A,Oyaaaaaa Shout Out si awon maami Ni Industreetz ronkeoshodioke #wossssssss com watch #Indomie #Salaro… https://instagram.com/p/60M64Fx2CI/,2015-08-25T18:01:23.000Z
"DU Browser
@DUBrowserID
·
Jul 15, 2015",N/A,"Yuk sebarkan debat seru ini, yang mana kamu? #teamgoreng atau #teamrebus #indomie bonusnya http://goo.gl/9ejuEq",2015-07-15T06:00:13.000Z
"my Little Strawberry
@RorryCraft
·
Jun 5, 2015",N/A,"#Rorry_Kitchen ^__,^

#Wisata #kuliner 6 Tempat #Makan #Indomie yang #Enak Banget di #jakarta
♡ http://fb.me/6A4GHs9dm",2015-06-04T22:19:36.000Z
